214,214,214,1,,: 
169,169,169,2,,: 
121,121,121,3,,: 
66,66,66,4,,: 
0,0,0,5,,: 
85,158,190,6,,: 
0,65,0,18,,: 
67,9,67,48,,: 
0,72,170,36,,: 
255,213,214,7,,: 
171,70,66,13,,: 
255,39,0,19,,: 
172,69,0,25,,: 
255,124,0,31,,: 
255,211,0,37,,: 
255,252,1,43,,: 
255,252,1,55,,: 
169,167,66,49,,: 
56,209,65,12,,: 
